Wavelength,Value,Boxcolor,Lightintensity
556,9.03E-01,yellow,low
556.5,9.15E-01,yellow,low
557,9.27E-01,yellow,low
557.5,9.40E-01,yellow,low
558,9.51E-01,yellow,low
558.5,9.63E-01,yellow,low
559,9.75E-01,yellow,low
559.5,9.86E-01,yellow,low
560,9.96E-01,yellow,low
560.5,1.01E+00,yellow,low
561,1.02E+00,yellow,low
561.5,1.03E+00,yellow,low
562,1.04E+00,yellow,low
562.5,1.05E+00,yellow,low
563,1.06E+00,yellow,low
563.5,1.07E+00,yellow,low
564,1.08E+00,yellow,low
564.5,1.09E+00,yellow,low
565,1.10E+00,yellow,low
565.5,1.11E+00,yellow,low
566,1.12E+00,yellow,low
566.5,1.13E+00,yellow,low
567,1.14E+00,yellow,low
567.5,1.14E+00,yellow,low
568,1.15E+00,yellow,low
568.5,1.16E+00,yellow,low
569,1.16E+00,yellow,low
569.5,1.17E+00,yellow,low
570,1.18E+00,yellow,low
570.5,1.19E+00,yellow,low
571,1.19E+00,yellow,low
571.5,1.19E+00,yellow,low
572,1.20E+00,yellow,low
572.5,1.20E+00,yellow,low
573,1.21E+00,yellow,low
573.5,1.22E+00,yellow,low
574,1.22E+00,yellow,low
574.5,1.23E+00,yellow,low
575,1.27E+00,yellow,low
575.5,1.37E+00,yellow,low
576,1.47E+00,yellow,low
576.5,1.54E+00,yellow,low
577,1.56E+00,yellow,low
577.5,1.58E+00,yellow,low
578,1.61E+00,yellow,low
578.5,1.63E+00,yellow,low
579,1.61E+00,yellow,low
579.5,1.54E+00,yellow,low
580,1.46E+00,yellow,low
580.5,1.40E+00,yellow,low
581,1.35E+00,yellow,low
581.5,1.32E+00,yellow,low
582,1.29E+00,yellow,low
582.5,1.28E+00,yellow,low
583,1.27E+00,yellow,low
583.5,1.26E+00,yellow,low
584,1.25E+00,yellow,low
584.5,1.25E+00,yellow,low
585,1.24E+00,yellow,low
585.5,1.24E+00,yellow,low
586,1.23E+00,yellow,low
586.5,1.23E+00,yellow,low
587,1.23E+00,yellow,low
587.5,1.22E+00,yellow,low
588,1.22E+00,yellow,low
588.5,1.21E+00,yellow,low
589,1.21E+00,yellow,low
589.5,1.20E+00,yellow,low
590,1.20E+00,yellow,low
590.5,1.20E+00,yellow,low
591,1.19E+00,yellow,low
591.5,1.18E+00,yellow,low
592,1.18E+00,yellow,low
592.5,1.17E+00,yellow,low
593,1.17E+00,yellow,low
593.5,1.16E+00,yellow,low
594,1.15E+00,yellow,low
594.5,1.15E+00,yellow,low
595,1.14E+00,yellow,low
595.5,1.14E+00,yellow,low
596,1.13E+00,yellow,low
596.5,1.12E+00,yellow,low
597,1.11E+00,yellow,low
597.5,1.11E+00,yellow,low
598,1.10E+00,yellow,low
598.5,1.09E+00,yellow,low
599,1.08E+00,yellow,low
599.5,1.08E+00,yellow,low
600,1.07E+00,yellow,low
600.5,1.06E+00,yellow,low
601,1.05E+00,yellow,low
601.5,1.04E+00,yellow,low
602,1.03E+00,yellow,low
602.5,1.02E+00,yellow,low
603,1.02E+00,yellow,low
603.5,1.01E+00,yellow,low
604,9.99E-01,yellow,low
604.5,9.89E-01,yellow,low
605,9.79E-01,yellow,low
605.5,9.69E-01,yellow,low
606,9.63E-01,yellow,low
606.5,9.55E-01,yellow,low
607,9.44E-01,yellow,low
607.5,9.36E-01,yellow,low
608,9.28E-01,yellow,low
608.5,9.20E-01,yellow,low
609,9.11E-01,yellow,low
609.5,9.04E-01,yellow,low
610,8.96E-01,yellow,low
610.5,8.91E-01,yellow,low
611,8.85E-01,yellow,low
611.5,8.76E-01,yellow,low
612,8.65E-01,yellow,low
612.5,8.53E-01,yellow,low
613,8.41E-01,yellow,low
613.5,8.30E-01,yellow,low
614,8.19E-01,yellow,low
614.5,8.08E-01,yellow,low
615,7.97E-01,yellow,low
615.5,7.86E-01,yellow,low
616,7.76E-01,yellow,low
616.5,7.66E-01,yellow,low
617,7.56E-01,yellow,low
617.5,7.47E-01,yellow,low
618,7.36E-01,yellow,low
618.5,7.26E-01,yellow,low
619,7.17E-01,yellow,low
619.5,7.08E-01,yellow,low
620,6.99E-01,yellow,low
620.5,6.90E-01,yellow,low
621,6.82E-01,yellow,low
621.5,6.72E-01,yellow,low
622,6.64E-01,yellow,low
622.5,6.55E-01,yellow,low
623,6.47E-01,yellow,low
623.5,6.39E-01,yellow,low
624,6.30E-01,yellow,low
624.5,6.22E-01,yellow,low
625,6.14E-01,yellow,low
625.5,6.05E-01,yellow,low
626,5.96E-01,yellow,low
626.5,5.88E-01,yellow,low
627,5.81E-01,yellow,low
627.5,5.74E-01,yellow,low
628,5.66E-01,yellow,low
628.5,5.59E-01,yellow,low
629,5.51E-01,yellow,low
629.5,5.44E-01,yellow,low
630,5.37E-01,yellow,low
630.5,5.30E-01,yellow,low
631,5.21E-01,yellow,low
631.5,5.14E-01,yellow,low
632,5.07E-01,yellow,low
632.5,5.00E-01,yellow,low
633,4.93E-01,yellow,low
633.5,4.86E-01,yellow,low
634,4.80E-01,yellow,low
634.5,4.72E-01,yellow,low
635,4.65E-01,yellow,low
635.5,4.59E-01,yellow,low
636,4.53E-01,yellow,low
636.5,4.46E-01,yellow,low
637,4.40E-01,yellow,low
637.5,4.34E-01,yellow,low
638,4.29E-01,yellow,low
638.5,4.24E-01,yellow,low
639,4.18E-01,yellow,low
639.5,4.11E-01,yellow,low
640,4.05E-01,yellow,low
640.5,3.98E-01,yellow,low
641,3.92E-01,yellow,low
641.5,3.86E-01,yellow,low
642,3.80E-01,yellow,low
642.5,3.74E-01,yellow,low
643,3.67E-01,yellow,low
643.5,3.61E-01,yellow,low
644,3.56E-01,yellow,low
644.5,3.50E-01,yellow,low
645,3.44E-01,yellow,low
645.5,3.39E-01,yellow,low
646,3.34E-01,yellow,low
646.5,3.29E-01,yellow,low
647,3.23E-01,yellow,low
647.5,3.19E-01,yellow,low
648,3.14E-01,yellow,low
648.5,3.10E-01,yellow,low
649,3.05E-01,yellow,low
649.5,2.99E-01,yellow,low
650,2.96E-01,yellow,low
650.5,2.91E-01,yellow,low
651,2.86E-01,yellow,low
651.5,2.82E-01,yellow,low
652,2.78E-01,yellow,low
652.5,2.74E-01,yellow,low
653,2.70E-01,yellow,low
653.5,2.66E-01,yellow,low
654,2.62E-01,yellow,low
654.5,2.57E-01,yellow,low
655,2.53E-01,yellow,low
655.5,2.49E-01,yellow,low
656,2.46E-01,yellow,low
656.5,2.41E-01,yellow,low
657,2.37E-01,yellow,low
657.5,2.33E-01,yellow,low
658,2.30E-01,yellow,low
658.5,2.27E-01,yellow,low
659,2.23E-01,yellow,low
659.5,2.20E-01,yellow,low
660,2.17E-01,yellow,low
660.5,2.13E-01,yellow,low
661,2.10E-01,yellow,low
661.5,2.08E-01,yellow,low
662,2.04E-01,yellow,low
662.5,2.01E-01,yellow,low
663,1.98E-01,yellow,low
663.5,1.95E-01,yellow,low
664,1.92E-01,yellow,low
664.5,1.88E-01,yellow,low
665,1.86E-01,yellow,low
665.5,1.82E-01,yellow,low
666,1.80E-01,yellow,low
666.5,1.77E-01,yellow,low
667,1.74E-01,yellow,low
667.5,1.71E-01,yellow,low
668,1.68E-01,yellow,low
668.5,1.65E-01,yellow,low
669,1.62E-01,yellow,low
669.5,1.59E-01,yellow,low
670,1.57E-01,yellow,low
670.5,1.55E-01,yellow,low
671,1.54E-01,yellow,low
671.5,1.51E-01,yellow,low
672,1.48E-01,yellow,low
672.5,1.45E-01,yellow,low
673,1.42E-01,yellow,low
673.5,1.40E-01,yellow,low
674,1.38E-01,yellow,low
674.5,1.35E-01,yellow,low
675,1.32E-01,yellow,low
675.5,1.30E-01,yellow,low
676,1.28E-01,yellow,low
676.5,1.26E-01,yellow,low
677,1.23E-01,yellow,low
677.5,1.21E-01,yellow,low
678,1.19E-01,yellow,low
678.5,1.16E-01,yellow,low
679,1.14E-01,yellow,low
679.5,1.12E-01,yellow,low
680,1.10E-01,yellow,low
680.5,1.08E-01,yellow,low
681,1.05E-01,yellow,low
681.5,1.04E-01,yellow,low
682,1.02E-01,yellow,low
682.5,1.00E-01,yellow,low
683,9.84E-02,yellow,low
683.5,9.67E-02,yellow,low
684,9.51E-02,yellow,low
684.5,9.42E-02,yellow,low
685,9.27E-02,yellow,low
685.5,9.13E-02,yellow,low
686,9.03E-02,yellow,low
686.5,8.89E-02,yellow,low
687,8.78E-02,yellow,low
687.5,8.70E-02,yellow,low
688,8.55E-02,yellow,low
688.5,8.57E-02,yellow,low
689,8.97E-02,yellow,low
689.5,9.55E-02,yellow,low
690,9.95E-02,yellow,low
690.5,9.90E-02,yellow,low
691,9.43E-02,yellow,low
691.5,8.92E-02,yellow,low
692,8.48E-02,yellow,low
692.5,8.14E-02,yellow,low
693,7.93E-02,yellow,low
693.5,7.70E-02,yellow,low
694,7.48E-02,yellow,low
694.5,7.50E-02,yellow,low
695,7.64E-02,yellow,low
695.5,7.89E-02,yellow,low
696,7.93E-02,yellow,low
696.5,7.75E-02,yellow,low
697,7.47E-02,yellow,low
697.5,7.18E-02,yellow,low
698,6.94E-02,yellow,low
698.5,6.77E-02,yellow,low
699,6.58E-02,yellow,low
699.5,6.42E-02,yellow,low
700,6.31E-02,yellow,low
700.5,6.20E-02,yellow,low
701,6.16E-02,yellow,low
701.5,6.10E-02,yellow,low
702,6.00E-02,yellow,low
702.5,5.95E-02,yellow,low
703,5.86E-02,yellow,low
703.5,5.76E-02,yellow,low
704,5.63E-02,yellow,low
704.5,5.70E-02,yellow,low
705,5.92E-02,yellow,low
705.5,6.26E-02,yellow,low
706,6.52E-02,yellow,low
706.5,6.57E-02,yellow,low
707,6.50E-02,yellow,low
707.5,6.34E-02,yellow,low
708,6.16E-02,yellow,low
708.5,5.87E-02,yellow,low
709,5.64E-02,yellow,low
709.5,5.39E-02,yellow,low
710,5.18E-02,yellow,low
710.5,5.05E-02,yellow,low
711,4.93E-02,yellow,low
711.5,4.81E-02,yellow,low
712,4.69E-02,yellow,low
712.5,4.59E-02,yellow,low
713,4.52E-02,yellow,low
713.5,4.44E-02,yellow,low
714,4.43E-02,yellow,low
714.5,4.38E-02,yellow,low
715,4.28E-02,yellow,low
715.5,4.19E-02,yellow,low
716,4.16E-02,yellow,low
716.5,4.07E-02,yellow,low
717,3.98E-02,yellow,low
717.5,3.90E-02,yellow,low
718,3.86E-02,yellow,low
718.5,3.87E-02,yellow,low
719,3.80E-02,yellow,low
719.5,3.77E-02,yellow,low
720,3.73E-02,yellow,low
720.5,3.74E-02,yellow,low
721,3.65E-02,yellow,low
721.5,3.66E-02,yellow,low
722,3.58E-02,yellow,low
722.5,3.53E-02,yellow,low
723,3.46E-02,yellow,low
723.5,3.43E-02,yellow,low
724,3.42E-02,yellow,low
724.5,3.37E-02,yellow,low
725,3.32E-02,yellow,low
725.5,3.39E-02,yellow,low
726,3.46E-02,yellow,low
726.5,3.52E-02,yellow,low
727,3.46E-02,yellow,low
727.5,3.38E-02,yellow,low
728,3.27E-02,yellow,low
728.5,3.16E-02,yellow,low
729,3.13E-02,yellow,low
729.5,3.07E-02,yellow,low
730,3.03E-02,yellow,low
730.5,2.99E-02,yellow,low
731,2.96E-02,yellow,low
731.5,2.96E-02,yellow,low
732,2.90E-02,yellow,low
732.5,2.85E-02,yellow,low
733,2.86E-02,yellow,low
733.5,2.75E-02,yellow,low
734,2.82E-02,yellow,low
734.5,2.77E-02,yellow,low
735,2.75E-02,yellow,low
735.5,2.75E-02,yellow,low
736,2.78E-02,yellow,low
736.5,3.26E-02,yellow,low
737,3.99E-02,yellow,low
737.5,4.54E-02,yellow,low
738,4.65E-02,yellow,low
738.5,4.29E-02,yellow,low
739,3.87E-02,yellow,low
739.5,3.55E-02,yellow,low
740,3.23E-02,yellow,low
740.5,2.96E-02,yellow,low
741,2.79E-02,yellow,low
741.5,2.71E-02,yellow,low
742,2.59E-02,yellow,low
742.5,2.51E-02,yellow,low
743,2.47E-02,yellow,low
743.5,2.35E-02,yellow,low
744,2.33E-02,yellow,low
744.5,2.29E-02,yellow,low
745,2.25E-02,yellow,low
745.5,2.27E-02,yellow,low
746,2.21E-02,yellow,low
746.5,2.27E-02,yellow,low
747,2.29E-02,yellow,low
747.5,2.28E-02,yellow,low
748,2.36E-02,yellow,low
748.5,2.77E-02,yellow,low
749,3.36E-02,yellow,low
749.5,4.26E-02,yellow,low
750,5.00E-02,yellow,low
750.5,5.37E-02,yellow,low
751,5.22E-02,yellow,low
751.5,4.62E-02,yellow,low
752,4.00E-02,yellow,low
752.5,3.46E-02,yellow,low
753,3.07E-02,yellow,low
753.5,2.74E-02,yellow,low
754,2.48E-02,yellow,low
754.5,2.33E-02,yellow,low
755,2.27E-02,yellow,low
755.5,2.14E-02,yellow,low
756,2.01E-02,yellow,low
756.5,2.01E-02,yellow,low
757,1.98E-02,yellow,low
757.5,2.00E-02,yellow,low
758,1.92E-02,yellow,low
758.5,1.90E-02,yellow,low
759,1.87E-02,yellow,low
759.5,1.86E-02,yellow,low
760,1.87E-02,yellow,low
760.5,1.90E-02,yellow,low
761,2.35E-02,yellow,low
761.5,4.00E-02,yellow,low
762,6.65E-02,yellow,low
762.5,8.89E-02,yellow,low
763,9.51E-02,yellow,low
763.5,8.77E-02,yellow,low
764,7.37E-02,yellow,low
764.5,5.94E-02,yellow,low
765,4.74E-02,yellow,low
765.5,3.87E-02,yellow,low
766,3.23E-02,yellow,low
766.5,2.79E-02,yellow,low
767,2.43E-02,yellow,low
767.5,2.21E-02,yellow,low
768,2.01E-02,yellow,low
768.5,1.94E-02,yellow,low
769,1.84E-02,yellow,low
769.5,1.78E-02,yellow,low
770,2.08E-02,yellow,low
770.5,2.77E-02,yellow,low
771,3.73E-02,yellow,low
771.5,4.37E-02,yellow,low
772,4.52E-02,yellow,low
772.5,4.19E-02,yellow,low
773,3.72E-02,yellow,low
773.5,3.16E-02,yellow,low
774,2.70E-02,yellow,low
774.5,2.39E-02,yellow,low
775,2.10E-02,yellow,low
775.5,1.94E-02,yellow,low
776,1.70E-02,yellow,low
776.5,1.63E-02,yellow,low
777,1.56E-02,yellow,low
777.5,1.44E-02,yellow,low
778,1.45E-02,yellow,low
778.5,1.39E-02,yellow,low
779,1.43E-02,yellow,low
779.5,1.36E-02,yellow,low
780,1.36E-02,yellow,low
780.5,1.45E-02,yellow,low
781,1.42E-02,yellow,low
781.5,1.34E-02,yellow,low
782,1.40E-02,yellow,low
782.5,1.43E-02,yellow,low
783,1.40E-02,yellow,low
783.5,1.38E-02,yellow,low
784,1.33E-02,yellow,low
784.5,1.33E-02,yellow,low
785,1.41E-02,yellow,low
785.5,1.49E-02,yellow,low
786,1.45E-02,yellow,low
786.5,1.40E-02,yellow,low
787,1.45E-02,yellow,low
787.5,1.47E-02,yellow,low
788,1.46E-02,yellow,low
788.5,1.38E-02,yellow,low
789,1.47E-02,yellow,low
789.5,1.30E-02,yellow,low
790,1.33E-02,yellow,low
790.5,1.35E-02,yellow,low
791,1.27E-02,yellow,low
791.5,1.32E-02,yellow,low
792,1.29E-02,yellow,low
792.5,1.78E-02,yellow,low
793,2.52E-02,yellow,low
793.5,3.38E-02,yellow,low
794,3.93E-02,yellow,low
794.5,3.85E-02,yellow,low
795,3.45E-02,yellow,low
795.5,2.94E-02,yellow,low
796,2.44E-02,yellow,low
796.5,2.08E-02,yellow,low
797,1.83E-02,yellow,low
797.5,1.66E-02,yellow,low
798,1.66E-02,yellow,low
798.5,1.89E-02,yellow,low
799,2.73E-02,yellow,low
799.5,4.04E-02,yellow,low
800,5.43E-02,yellow,low
800.5,6.44E-02,yellow,low
801,6.30E-02,yellow,low
801.5,5.60E-02,yellow,low
802,4.70E-02,yellow,low
802.5,3.81E-02,yellow,low
803,3.00E-02,yellow,low
803.5,2.56E-02,yellow,low
804,2.20E-02,yellow,low
804.5,1.96E-02,yellow,low
805,1.66E-02,yellow,low
805.5,1.46E-02,yellow,low
806,1.32E-02,yellow,low
806.5,1.28E-02,yellow,low
807,1.24E-02,yellow,low
807.5,1.31E-02,yellow,low
808,1.92E-02,yellow,low
808.5,3.30E-02,yellow,low
809,6.09E-02,yellow,low
809.5,1.12E-01,yellow,low
810,1.71E-01,yellow,low
810.5,2.10E-01,yellow,low
811,2.12E-01,yellow,low
811.5,1.88E-01,yellow,low
812,1.53E-01,yellow,low
812.5,1.19E-01,yellow,low
813,8.93E-02,yellow,low
813.5,6.75E-02,yellow,low
814,5.06E-02,yellow,low
814.5,3.92E-02,yellow,low
815,3.05E-02,yellow,low
815.5,2.51E-02,yellow,low
816,2.09E-02,yellow,low
816.5,1.64E-02,yellow,low
817,1.51E-02,yellow,low
817.5,1.35E-02,yellow,low
818,1.28E-02,yellow,low
818.5,1.13E-02,yellow,low
819,1.13E-02,yellow,low
819.5,1.06E-02,yellow,low
820,9.98E-03,yellow,low
820.5,9.87E-03,yellow,low
821,1.02E-02,yellow,low
821.5,1.00E-02,yellow,low
822,1.04E-02,yellow,low
822.5,1.15E-02,yellow,low
823,1.16E-02,yellow,low
823.5,1.07E-02,yellow,low
824,1.34E-02,yellow,low
824.5,1.67E-02,yellow,low
825,2.37E-02,yellow,low
825.5,2.87E-02,yellow,low
826,2.99E-02,yellow,low
826.5,2.72E-02,yellow,low
827,2.37E-02,yellow,low
827.5,2.02E-02,yellow,low
828,1.56E-02,yellow,low
828.5,1.35E-02,yellow,low
829,1.10E-02,yellow,low
829.5,1.03E-02,yellow,low
830,9.28E-03,yellow,low
830.5,9.64E-03,yellow,low
831,8.83E-03,yellow,low
831.5,9.70E-03,yellow,low
832,9.74E-03,yellow,low
832.5,1.08E-02,yellow,low
833,1.10E-02,yellow,low
833.5,1.12E-02,yellow,low
834,1.12E-02,yellow,low
834.5,1.02E-02,yellow,low
835,9.90E-03,yellow,low
835.5,1.10E-02,yellow,low
836,1.01E-02,yellow,low
836.5,1.02E-02,yellow,low
837,1.11E-02,yellow,low
837.5,1.07E-02,yellow,low
838,1.17E-02,yellow,low
838.5,1.97E-02,yellow,low
839,3.28E-02,yellow,low
839.5,4.52E-02,yellow,low
840,6.02E-02,yellow,low
840.5,7.89E-02,yellow,low
841,9.76E-02,yellow,low
841.5,1.06E-01,yellow,low
842,1.02E-01,yellow,low
842.5,8.94E-02,yellow,low
843,7.25E-02,yellow,low
843.5,5.69E-02,yellow,low
844,4.48E-02,yellow,low
844.5,3.54E-02,yellow,low
845,2.83E-02,yellow,low
845.5,2.20E-02,yellow,low
846,1.73E-02,yellow,low
846.5,1.73E-02,yellow,low
847,1.34E-02,yellow,low
847.5,1.15E-02,yellow,low
848,9.40E-03,yellow,low
848.5,8.77E-03,yellow,low
849,1.10E-02,yellow,low
849.5,1.06E-02,yellow,low
850,1.67E-02,yellow,low
850.5,2.16E-02,yellow,low
851,2.60E-02,yellow,low
851.5,2.69E-02,yellow,low
852,2.59E-02,yellow,low
852.5,2.42E-02,yellow,low
853,2.10E-02,yellow,low
853.5,1.86E-02,yellow,low
854,1.68E-02,yellow,low
854.5,1.43E-02,yellow,low
855,1.30E-02,yellow,low
855.5,1.32E-02,yellow,low
856,1.00E-02,yellow,low
856.5,1.01E-02,yellow,low
857,9.75E-03,yellow,low
857.5,8.85E-03,yellow,low
858,7.41E-03,yellow,low
858.5,7.33E-03,yellow,low
859,8.42E-03,yellow,low
859.5,7.67E-03,yellow,low
860,7.55E-03,yellow,low
860.5,8.27E-03,yellow,low
861,6.90E-03,yellow,low
861.5,6.71E-03,yellow,low
862,6.70E-03,yellow,low
862.5,5.82E-03,yellow,low
863,6.52E-03,yellow,low
863.5,7.81E-03,yellow,low
864,8.49E-03,yellow,low
864.5,9.56E-03,yellow,low
865,1.08E-02,yellow,low
865.5,1.15E-02,yellow,low
866,1.18E-02,yellow,low
866.5,1.31E-02,yellow,low
867,1.24E-02,yellow,low
867.5,1.09E-02,yellow,low
868,1.06E-02,yellow,low
868.5,9.70E-03,yellow,low
869,8.47E-03,yellow,low
869.5,1.05E-02,yellow,low
870,9.71E-03,yellow,low
870.5,8.84E-03,yellow,low
871,8.83E-03,yellow,low
871.5,6.80E-03,yellow,low
872,6.08E-03,yellow,low
872.5,6.55E-03,yellow,low
873,4.28E-03,yellow,low
873.5,7.31E-03,yellow,low
874,6.89E-03,yellow,low
874.5,1.11E-02,yellow,low
875,1.07E-02,yellow,low
875.5,1.01E-02,yellow,low
876,9.64E-03,yellow,low
876.5,9.25E-03,yellow,low
877,9.08E-03,yellow,low
877.5,1.14E-02,yellow,low
878,6.31E-03,yellow,low
878.5,7.03E-03,yellow,low
879,5.91E-03,yellow,low
879.5,3.72E-03,yellow,low
880,5.08E-03,yellow,low
880.5,5.36E-03,yellow,low
881,6.21E-03,yellow,low
881.5,3.58E-03,yellow,low
882,4.66E-03,yellow,low
882.5,5.46E-03,yellow,low
883,5.63E-03,yellow,low
883.5,3.61E-03,yellow,low
884,4.05E-03,yellow,low
884.5,3.56E-03,yellow,low
885,5.41E-03,yellow,low
885.5,7.07E-03,yellow,low
886,6.99E-03,yellow,low
886.5,8.40E-03,yellow,low
887,7.66E-03,yellow,low
887.5,9.27E-03,yellow,low
888,7.34E-03,yellow,low
888.5,5.41E-03,yellow,low
889,4.66E-03,yellow,low
889.5,8.67E-03,yellow,low
890,8.36E-03,yellow,low
890.5,6.63E-03,yellow,low
891,9.98E-03,yellow,low
891.5,9.54E-03,yellow,low
892,7.97E-03,yellow,low
892.5,5.33E-03,yellow,low
893,6.40E-03,yellow,low
893.5,1.01E-02,yellow,low
894,7.51E-03,yellow,low
894.5,9.10E-03,yellow,low
895,8.45E-03,yellow,low
895.5,8.87E-03,yellow,low
896,1.00E-02,yellow,low
896.5,9.61E-03,yellow,low
897,1.07E-02,yellow,low
897.5,8.52E-03,yellow,low
898,7.25E-03,yellow,low
898.5,5.29E-03,yellow,low
899,9.74E-03,yellow,low
899.5,9.72E-03,yellow,low
900,1.20E-02,yellow,low
900.5,8.92E-03,yellow,low
901,5.85E-03,yellow,low
901.5,9.39E-03,yellow,low
902,8.54E-03,yellow,low
902.5,1.09E-02,yellow,low
903,7.62E-03,yellow,low
903.5,6.34E-03,yellow,low
904,6.75E-03,yellow,low
904.5,6.79E-03,yellow,low
905,4.23E-03,yellow,low
905.5,5.18E-03,yellow,low
906,3.85E-03,yellow,low
906.5,9.36E-03,yellow,low
907,6.88E-03,yellow,low
907.5,9.91E-03,yellow,low
908,1.10E-02,yellow,low
908.5,9.40E-03,yellow,low
909,9.97E-03,yellow,low
909.5,1.42E-02,yellow,low
910,2.52E-02,yellow,low
910.5,4.99E-02,yellow,low
911,6.93E-02,yellow,low
911.5,8.21E-02,yellow,low
912,8.33E-02,yellow,low
912.5,7.62E-02,yellow,low
913,6.43E-02,yellow,low
913.5,5.42E-02,yellow,low
914,4.31E-02,yellow,low
914.5,3.44E-02,yellow,low
915,2.74E-02,yellow,low
915.5,2.21E-02,yellow,low
916,1.99E-02,yellow,low
916.5,1.60E-02,yellow,low
917,1.17E-02,yellow,low
917.5,5.79E-03,yellow,low
918,6.05E-03,yellow,low
918.5,2.94E-03,yellow,low
919,3.33E-03,yellow,low
919.5,3.32E-03,yellow,low
920,7.68E-03,yellow,low
920.5,9.43E-03,yellow,low
921,1.60E-02,yellow,low
921.5,2.29E-02,yellow,low
922,2.45E-02,yellow,low
922.5,2.08E-02,yellow,low
923,1.99E-02,yellow,low
923.5,1.68E-02,yellow,low
924,1.51E-02,yellow,low
924.5,1.23E-02,yellow,low
925,1.01E-02,yellow,low
925.5,8.41E-03,yellow,low
926,5.86E-03,yellow,low
926.5,6.44E-03,yellow,low
927,6.09E-03,yellow,low
927.5,7.26E-03,yellow,low
928,5.24E-03,yellow,low
928.5,3.72E-03,yellow,low
929,3.38E-03,yellow,low
929.5,3.70E-03,yellow,low
930,1.94E-03,yellow,low
930.5,1.47E-03,yellow,low
931,5.59E-03,yellow,low
931.5,4.16E-03,yellow,low
932,4.03E-03,yellow,low
932.5,6.21E-03,yellow,low
933,7.30E-03,yellow,low
933.5,1.00E-02,yellow,low
934,1.51E-02,yellow,low
934.5,1.50E-02,yellow,low
935,1.14E-02,yellow,low
935.5,1.01E-02,yellow,low
936,9.30E-03,yellow,low
936.5,7.64E-03,yellow,low
937,8.10E-03,yellow,low
937.5,4.77E-03,yellow,low
938,8.83E-03,yellow,low
938.5,5.19E-03,yellow,low
939,3.16E-03,yellow,low
939.5,8.22E-03,yellow,low
940,7.52E-03,yellow,low
940.5,4.95E-03,yellow,low
941,4.92E-03,yellow,low
941.5,7.31E-03,yellow,low
942,5.45E-03,yellow,low
942.5,4.06E-03,yellow,low
943,6.45E-03,yellow,low
943.5,3.39E-03,yellow,low
944,9.49E-03,yellow,low
944.5,1.08E-02,yellow,low
945,1.05E-02,yellow,low
945.5,7.25E-03,yellow,low
946,1.36E-03,yellow,low
946.5,2.36E-03,yellow,low
947,4.80E-03,yellow,low
947.5,4.55E-03,yellow,low
948,6.31E-03,yellow,low
948.5,7.47E-03,yellow,low
949,6.75E-03,yellow,low
949.5,8.70E-03,yellow,low
950,1.06E-02,yellow,low
950.5,9.05E-03,yellow,low
951,1.51E-02,yellow,low
951.5,2.08E-02,yellow,low
952,1.41E-02,yellow,low
952.5,1.65E-02,yellow,low
953,9.62E-03,yellow,low
953.5,6.35E-03,yellow,low
954,1.74E-03,yellow,low
954.5,4.20E-03,yellow,low
955,3.06E-03,yellow,low
955.5,7.88E-03,yellow,low
956,6.91E-04,yellow,low
956.5,1.15E-02,yellow,low
957,4.95E-03,yellow,low
957.5,5.27E-03,yellow,low
958,4.96E-03,yellow,low
958.5,1.81E-03,yellow,low
959,7.02E-03,yellow,low
959.5,6.20E-03,yellow,low
960,1.60E-02,yellow,low
960.5,1.59E-03,yellow,low
961,1.15E-02,yellow,low
961.5,5.70E-03,yellow,low
962,3.02E-03,yellow,low
962.5,2.41E-03,yellow,low
963,8.91E-03,yellow,low
963.5,9.03E-03,yellow,low
964,1.53E-02,yellow,low
964.5,2.52E-02,yellow,low
965,3.99E-02,yellow,low
965.5,3.03E-02,yellow,low
966,3.52E-02,yellow,low
966.5,3.39E-02,yellow,low
967,2.78E-02,yellow,low
967.5,2.28E-02,yellow,low
968,2.18E-02,yellow,low
968.5,1.77E-02,yellow,low
969,1.20E-02,yellow,low
969.5,8.19E-03,yellow,low
970,1.68E-02,yellow,low
970.5,7.37E-03,yellow,low
971,8.08E-03,yellow,low
971.5,8.29E-03,yellow,low
972,5.70E-03,yellow,low
972.5,9.12E-04,yellow,low
973,7.78E-05,yellow,low
973.5,7.22E-03,yellow,low
974,9.95E-03,yellow,low
974.5,4.50E-03,yellow,low
975,8.16E-03,yellow,low
975.5,1.06E-02,yellow,low
976,1.48E-02,yellow,low
976.5,2.29E-02,yellow,low
977,2.31E-02,yellow,low
977.5,2.33E-02,yellow,low
978,9.37E-03,yellow,low
978.5,8.42E-03,yellow,low
979,8.78E-05,yellow,low
979.5,4.43E-04,yellow,low
980,2.21E-03,yellow,low
980.5,1.01E-03,yellow,low
981,3.72E-03,yellow,low
981.5,4.91E-03,yellow,low
982,2.30E-03,yellow,low
982.5,2.15E-04,yellow,low
983,0.00E+00,yellow,low
983.5,3.66E-03,yellow,low
984,6.42E-03,yellow,low
984.5,4.32E-03,yellow,low
985,8.35E-03,yellow,low
985.5,1.53E-02,yellow,low
986,1.98E-02,yellow,low
986.5,2.35E-02,yellow,low
987,1.79E-02,yellow,low
987.5,2.26E-02,yellow,low
988,1.20E-02,yellow,low
988.5,1.11E-02,yellow,low
989,3.96E-03,yellow,low
989.5,1.38E-02,yellow,low
990,0.00E+00,yellow,low
990.5,1.20E-03,yellow,low
991,7.81E-03,yellow,low
991.5,6.29E-03,yellow,low
992,1.47E-02,yellow,low
