Wavelength,Value,Boxcolor,Lightintensity
948.5,4.12E-03,red,low
949,6.03E-03,red,low
949.5,9.00E-03,red,low
950,4.75E-03,red,low
950.5,2.54E-03,red,low
951,6.12E-03,red,low
951.5,1.39E-02,red,low
952,6.05E-03,red,low
952.5,1.02E-02,red,low
953,8.61E-03,red,low
953.5,5.12E-03,red,low
954,3.29E-03,red,low
954.5,3.43E-03,red,low
955,1.73E-03,red,low
955.5,7.89E-03,red,low
956,1.58E-04,red,low
956.5,2.45E-03,red,low
957,2.10E-03,red,low
957.5,7.20E-03,red,low
958,8.49E-03,red,low
958.5,1.24E-02,red,low
959,1.46E-02,red,low
959.5,6.71E-03,red,low
960,1.55E-02,red,low
960.5,7.65E-03,red,low
961,9.44E-03,red,low
961.5,0.00E+00,red,low
962,0.00E+00,red,low
962.5,0.00E+00,red,low
963,5.92E-03,red,low
963.5,2.68E-03,red,low
964,1.27E-03,red,low
964.5,1.46E-02,red,low
965,2.27E-02,red,low
965.5,1.91E-02,red,low
966,2.25E-02,red,low
966.5,1.85E-02,red,low
967,1.21E-02,red,low
967.5,1.40E-02,red,low
968,1.40E-02,red,low
968.5,1.03E-02,red,low
969,1.20E-02,red,low
969.5,1.11E-02,red,low
970,1.57E-02,red,low
970.5,9.33E-03,red,low
971,9.01E-03,red,low
971.5,3.06E-03,red,low
972,2.97E-03,red,low
972.5,2.00E-03,red,low
973,6.28E-03,red,low
973.5,1.62E-02,red,low
974,1.81E-02,red,low
974.5,2.08E-02,red,low
975,1.46E-02,red,low
975.5,1.51E-02,red,low
976,2.12E-02,red,low
976.5,2.69E-02,red,low
977,1.79E-02,red,low
977.5,1.65E-02,red,low
978,1.29E-02,red,low
978.5,9.95E-03,red,low
979,2.59E-03,red,low
979.5,3.65E-03,red,low
980,4.54E-03,red,low
980.5,6.64E-03,red,low
981,1.12E-02,red,low
981.5,1.54E-02,red,low
982,1.03E-02,red,low
982.5,7.60E-03,red,low
983,9.86E-04,red,low
983.5,7.05E-03,red,low
984,2.19E-02,red,low
984.5,1.94E-02,red,low
985,2.10E-02,red,low
985.5,2.00E-02,red,low
986,1.81E-02,red,low
986.5,2.06E-02,red,low
987,1.30E-02,red,low
987.5,3.02E-02,red,low
988,9.41E-03,red,low
988.5,6.32E-03,red,low
989,3.78E-04,red,low
989.5,3.01E-03,red,low
990,0.00E+00,red,low
990.5,0.00E+00,red,low
991,6.35E-03,red,low
991.5,1.36E-02,red,low
992,1.93E-02,red,low
992.5,1.23E-02,red,low
993,3.69E-03,red,low
993.5,6.34E-05,red,low
994,2.12E-02,red,low
994.5,1.48E-02,red,low
995,9.12E-03,red,low
995.5,1.85E-02,red,low
996,1.34E-02,red,low
996.5,4.44E-03,red,low
997,6.11E-03,red,low
997.5,1.82E-03,red,low
998,1.34E-03,red,low
998.5,1.36E-02,red,low
999,1.48E-02,red,low
999.5,3.26E-03,red,low
1000,1.93E-02,red,low
1000.5,1.96E-02,red,low
1001,6.86E-03,red,low
1001.5,0.00E+00,red,low
1002,0.00E+00,red,low
1002.5,0.00E+00,red,low
1003,0.00E+00,red,low
1003.5,0.00E+00,red,low
1004,1.93E-04,red,low
1004.5,0.00E+00,red,low
1005,1.38E-04,red,low
1005.5,3.68E-04,red,low
1006,0.00E+00,red,low
1006.5,0.00E+00,red,low
1007,1.59E-03,red,low
1007.5,7.06E-04,red,low
1008,0.00E+00,red,low
1008.5,0.00E+00,red,low
1009,0.00E+00,red,low
1009.5,2.22E-04,red,low
1010,1.80E-03,red,low
1010.5,0.00E+00,red,low
1011,0.00E+00,red,low
1011.5,1.07E-02,red,low
1012,8.26E-02,red,low
1012.5,2.15E-01,red,low
1013,3.55E-01,red,low
1013.5,4.45E-01,red,low
1014,4.89E-01,red,low
1014.5,4.74E-01,red,low
1015,4.34E-01,red,low
1015.5,3.81E-01,red,low
1016,3.66E-01,red,low
1016.5,3.09E-01,red,low
1017,2.44E-01,red,low
1017.5,2.09E-01,red,low
1018,1.81E-01,red,low
1018.5,1.59E-01,red,low
1019,9.25E-02,red,low
1019.5,8.46E-02,red,low
1020,4.72E-02,red,low
1020.5,2.20E-02,red,low
1021,2.34E-02,red,low
1021.5,4.09E-02,red,low
1022,3.02E-02,red,low
1022.5,2.56E-02,red,low
1023,3.10E-02,red,low
1023.5,4.62E-02,red,low
1024,4.55E-02,red,low
1024.5,1.39E-02,red,low
1025,1.51E-02,red,low
1025.5,5.74E-02,red,low
1026,3.82E-02,red,low
1026.5,6.05E-02,red,low
1027,4.59E-02,red,low
1027.5,1.82E-02,red,low
1028,4.40E-02,red,low
1028.5,5.91E-02,red,low
1029,4.57E-02,red,low
1029.5,6.25E-02,red,low
1030,9.25E-02,red,low
1030.5,9.39E-02,red,low
1031,4.41E-02,red,low
1031.5,1.00E-01,red,low
1032,8.73E-02,red,low
1032.5,9.98E-02,red,low
1033,7.04E-02,red,low
1033.5,6.86E-02,red,low
1034,8.93E-02,red,low
1034.5,1.17E-01,red,low
1035,7.72E-02,red,low
1035.5,3.51E-02,red,low
1036,4.33E-03,red,low
1036.5,1.65E-02,red,low
1037,0.00E+00,red,low
1037.5,3.55E-04,red,low
1038,1.92E-02,red,low
1038.5,6.30E-02,red,low
1039,3.23E-02,red,low
1039.5,5.84E-02,red,low
1040,4.95E-02,red,low
1040.5,9.22E-02,red,low
1041,7.91E-02,red,low
1041.5,1.59E-01,red,low
1042,1.21E-01,red,low
1042.5,1.16E-01,red,low
1043,1.17E-01,red,low
1043.5,1.08E-01,red,low
1044,8.83E-02,red,low
1044.5,1.10E-01,red,low
1045,1.30E-01,red,low
1045.5,1.40E-01,red,low
1046,1.13E-01,red,low
1046.5,5.72E-02,red,low
1047,4.77E-02,red,low
1047.5,4.14E-02,red,low
1048,3.69E-02,red,low
1048.5,5.57E-02,red,low
1049,6.77E-02,red,low
1049.5,1.06E-01,red,low
1050,2.34E-02,red,low
1050.5,5.43E-02,red,low
1051,1.54E-02,red,low
1051.5,2.12E-02,red,low
1052,3.98E-02,red,low
1052.5,3.80E-02,red,low
1053,4.19E-02,red,low
1053.5,4.73E-02,red,low
1054,7.95E-03,red,low
1054.5,0.00E+00,red,low
1055,0.00E+00,red,low
1055.5,0.00E+00,red,low
1056,4.33E-03,red,low
1056.5,2.66E-02,red,low
1057,1.39E-02,red,low
1057.5,3.10E-02,red,low
1058,2.22E-02,red,low
1058.5,5.04E-02,red,low
1059,1.13E-01,red,low
1059.5,1.07E-01,red,low
1060,1.87E-01,red,low
1060.5,1.83E-01,red,low
1061,2.01E-01,red,low
1061.5,1.86E-01,red,low
1062,8.82E-02,red,low
1062.5,2.24E-01,red,low
1063,1.11E-01,red,low
1063.5,1.05E-01,red,low
1064,1.27E-01,red,low
1064.5,1.44E-01,red,low
1065,1.05E-01,red,low
1065.5,1.21E-01,red,low
1066,1.15E-01,red,low
1066.5,9.50E-02,red,low
1067,1.84E-01,red,low
1067.5,1.03E-01,red,low
1068,7.98E-02,red,low
1068.5,2.78E-02,red,low
1069,8.00E-03,red,low
1069.5,5.40E-02,red,low
1070,5.47E-02,red,low
1070.5,1.89E-01,red,low
1071,1.73E-01,red,low
1071.5,8.12E-02,red,low
1072,1.19E-01,red,low
1072.5,1.57E-01,red,low
1073,1.25E-01,red,low
1073.5,8.27E-02,red,low
1074,8.82E-02,red,low
1074.5,9.54E-02,red,low
1075,2.19E-04,red,low
1075.5,5.02E-02,red,low
1076,3.74E-03,red,low
1076.5,1.96E-02,red,low
1077,0.00E+00,red,low
1077.5,0.00E+00,red,low
1078,4.26E-02,red,low
1078.5,4.79E-02,red,low
1079,0.00E+00,red,low
1079.5,3.20E-02,red,low
1080,7.93E-02,red,low
1080.5,1.88E-02,red,low
1081,1.49E-01,red,low
1081.5,2.93E-02,red,low
1082,7.51E-04,red,low
1082.5,1.35E-01,red,low
1083,5.36E-02,red,low
1083.5,1.64E-01,red,low
1084,1.51E-01,red,low
1084.5,1.58E-01,red,low
1085,1.06E-01,red,low
1085.5,6.83E-02,red,low
1086,1.20E-01,red,low
1086.5,8.97E-02,red,low
1087,2.52E-02,red,low
1087.5,4.14E-03,red,low
1088,1.46E-01,red,low
1088.5,2.26E-01,red,low
1089,2.14E-01,red,low
1089.5,3.40E-01,red,low
1090,2.45E-01,red,low
1090.5,1.56E-01,red,low
1091,1.38E-01,red,low
1091.5,1.63E-01,red,low
1092,1.21E-01,red,low
1092.5,1.36E-01,red,low
1093,0.00E+00,red,low
1093.5,0.00E+00,red,low
1094,0.00E+00,red,low
1094.5,0.00E+00,red,low
1095,6.58E-03,red,low
1095.5,1.27E-03,red,low
1096,0.00E+00,red,low
1096.5,0.00E+00,red,low
1097,8.28E-02,red,low
1097.5,1.70E-01,red,low
1098,3.94E-02,red,low
1098.5,8.98E-02,red,low
1099,0.00E+00,red,low
1099.5,0.00E+00,red,low
1100,0.00E+00,red,low
1100.5,0.00E+00,red,low
1101,0.00E+00,red,low
1101.5,0.00E+00,red,low
1102,0.00E+00,red,low
1102.5,0.00E+00,red,low
1103,0.00E+00,red,low
1103.5,0.00E+00,red,low
1104,0.00E+00,red,low
1104.5,0.00E+00,red,low
1105,0.00E+00,red,low
1105.5,0.00E+00,red,low
1106,0.00E+00,red,low
1106.5,0.00E+00,red,low
1107,0.00E+00,red,low
1107.5,0.00E+00,red,low
1108,0.00E+00,red,low
1108.5,0.00E+00,red,low
1109,0.00E+00,red,low
1109.5,0.00E+00,red,low
1110,0.00E+00,red,low
1110.5,0.00E+00,red,low
1111,0.00E+00,red,low
1111.5,0.00E+00,red,low
1112,0.00E+00,red,low
1112.5,0.00E+00,red,low
1113,0.00E+00,red,low
1113.5,0.00E+00,red,low
1114,0.00E+00,red,low
1114.5,0.00E+00,red,low
1115,0.00E+00,red,low
1115.5,0.00E+00,red,low
1116,0.00E+00,red,low
1116.5,0.00E+00,red,low
1117,0.00E+00,red,low
1117.5,0.00E+00,red,low
1118,0.00E+00,red,low
1118.5,0.00E+00,red,low
1119,0.00E+00,red,low
1119.5,0.00E+00,red,low
1120,0.00E+00,red,low
1120.5,0.00E+00,red,low
1121,0.00E+00,red,low
1121.5,0.00E+00,red,low
1122,0.00E+00,red,low
1122.5,0.00E+00,red,low
1123,0.00E+00,red,low
1123.5,0.00E+00,red,low
1124,0.00E+00,red,low
1124.5,0.00E+00,red,low
1125,0.00E+00,red,low
1125.5,0.00E+00,red,low
1126,0.00E+00,red,low
1126.5,0.00E+00,red,low
1127,0.00E+00,red,low
1127.5,0.00E+00,red,low
1128,0.00E+00,red,low
1128.5,0.00E+00,red,low
1129,0.00E+00,red,low
1129.5,0.00E+00,red,low
1130,0.00E+00,red,low
1130.5,0.00E+00,red,low
1131,0.00E+00,red,low
1131.5,0.00E+00,red,low
1132,0.00E+00,red,low
1132.5,0.00E+00,red,low
1133,0.00E+00,red,low
1133.5,0.00E+00,red,low
1134,0.00E+00,red,low
1134.5,0.00E+00,red,low
1135,0.00E+00,red,low
1135.5,0.00E+00,red,low
1136,0.00E+00,red,low
1136.5,0.00E+00,red,low
1137,0.00E+00,red,low
1137.5,0.00E+00,red,low
1138,0.00E+00,red,low
1138.5,0.00E+00,red,low
1139,0.00E+00,red,low
1139.5,0.00E+00,red,low
1140,0.00E+00,red,low
1140.5,0.00E+00,red,low
1141,0.00E+00,red,low
1141.5,0.00E+00,red,low
1142,0.00E+00,red,low
1142.5,0.00E+00,red,low
1143,0.00E+00,red,low
1143.5,0.00E+00,red,low
1144,0.00E+00,red,low
1144.5,0.00E+00,red,low
1145,0.00E+00,red,low
1145.5,0.00E+00,red,low
1146,0.00E+00,red,low
1146.5,0.00E+00,red,low
1147,0.00E+00,red,low
1147.5,0.00E+00,red,low
1148,0.00E+00,red,low
1148.5,0.00E+00,red,low
1149,0.00E+00,red,low
1149.5,0.00E+00,red,low
1150,0.00E+00,red,low
1150.5,0.00E+00,red,low
1151,0.00E+00,red,low
1151.5,0.00E+00,red,low
1152,0.00E+00,red,low
1152.5,0.00E+00,red,low
1153,0.00E+00,red,low
1153.5,0.00E+00,red,low
1154,0.00E+00,red,low
1154.5,0.00E+00,red,low
1155,0.00E+00,red,low
1155.5,0.00E+00,red,low
1156,0.00E+00,red,low
1156.5,0.00E+00,red,low
1157,0.00E+00,red,low
1157.5,0.00E+00,red,low
1158,0.00E+00,red,low
1158.5,0.00E+00,red,low
1159,0.00E+00,red,low
1159.5,0.00E+00,red,low
1160,0.00E+00,red,low
1160.5,0.00E+00,red,low
1161,0.00E+00,red,low
1161.5,0.00E+00,red,low
1162,0.00E+00,red,low
1162.5,0.00E+00,red,low
1163,0.00E+00,red,low
1163.5,0.00E+00,red,low
1164,0.00E+00,red,low
1164.5,0.00E+00,red,low
1165,0.00E+00,red,low
1165.5,0.00E+00,red,low
1166,0.00E+00,red,low
1166.5,0.00E+00,red,low
1167,0.00E+00,red,low
1167.5,0.00E+00,red,low
1168,0.00E+00,red,low
1168.5,0.00E+00,red,low
1169,0.00E+00,red,low
1169.5,0.00E+00,red,low
1170,0.00E+00,red,low
1170.5,0.00E+00,red,low
1171,0.00E+00,red,low
1171.5,0.00E+00,red,low
1172,0.00E+00,red,low
1172.5,0.00E+00,red,low
1173,0.00E+00,red,low
1173.5,0.00E+00,red,low
1174,0.00E+00,red,low
1174.5,0.00E+00,red,low
1175,0.00E+00,red,low
1175.5,0.00E+00,red,low
1176,0.00E+00,red,low
1176.5,0.00E+00,red,low
1177,0.00E+00,red,low
1177.5,0.00E+00,red,low
1178,0.00E+00,red,low
1178.5,0.00E+00,red,low
1179,0.00E+00,red,low
1179.5,0.00E+00,red,low
1180,0.00E+00,red,low
1180.5,0.00E+00,red,low
1181,0.00E+00,red,low
1181.5,0.00E+00,red,low
1182,0.00E+00,red,low
1182.5,0.00E+00,red,low
1183,0.00E+00,red,low
1183.5,0.00E+00,red,low
1184,0.00E+00,red,low
1184.5,0.00E+00,red,low
338,0.00E+00,yellow,low
338.5,0.00E+00,yellow,low
339,0.00E+00,yellow,low
339.5,0.00E+00,yellow,low
340,0.00E+00,yellow,low
340.5,0.00E+00,yellow,low
341,0.00E+00,yellow,low
341.5,0.00E+00,yellow,low
342,0.00E+00,yellow,low
342.5,0.00E+00,yellow,low
343,0.00E+00,yellow,low
343.5,0.00E+00,yellow,low
344,0.00E+00,yellow,low
344.5,0.00E+00,yellow,low
345,0.00E+00,yellow,low
345.5,0.00E+00,yellow,low
346,0.00E+00,yellow,low
346.5,0.00E+00,yellow,low
347,0.00E+00,yellow,low
347.5,0.00E+00,yellow,low
348,0.00E+00,yellow,low
348.5,0.00E+00,yellow,low
349,0.00E+00,yellow,low
349.5,0.00E+00,yellow,low
350,2.14E-07,yellow,low
350.5,6.58E-04,yellow,low
351,1.95E-03,yellow,low
351.5,2.64E-03,yellow,low
352,1.52E-03,yellow,low
352.5,1.45E-03,yellow,low
353,1.07E-03,yellow,low
353.5,2.48E-03,yellow,low
354,2.45E-03,yellow,low
354.5,1.31E-03,yellow,low
355,3.42E-04,yellow,low
355.5,7.08E-04,yellow,low
356,1.41E-03,yellow,low
356.5,1.93E-03,yellow,low
357,7.80E-04,yellow,low
357.5,9.62E-04,yellow,low
358,1.09E-03,yellow,low
358.5,1.00E-03,yellow,low
359,1.47E-04,yellow,low
359.5,3.12E-04,yellow,low
360,4.45E-04,yellow,low
360.5,1.13E-03,yellow,low
361,4.72E-04,yellow,low
361.5,1.30E-03,yellow,low
362,8.02E-04,yellow,low
362.5,2.35E-03,yellow,low
363,3.67E-03,yellow,low
363.5,4.90E-03,yellow,low
364,5.51E-03,yellow,low
364.5,7.37E-03,yellow,low
365,5.78E-03,yellow,low
365.5,4.31E-03,yellow,low
366,3.45E-03,yellow,low
366.5,2.60E-03,yellow,low
367,2.43E-03,yellow,low
367.5,2.31E-03,yellow,low
368,1.76E-03,yellow,low
368.5,1.22E-03,yellow,low
369,1.22E-03,yellow,low
369.5,4.70E-05,yellow,low
370,9.26E-04,yellow,low
370.5,5.80E-04,yellow,low
371,8.16E-04,yellow,low
371.5,3.81E-04,yellow,low
372,3.86E-04,yellow,low
372.5,1.53E-03,yellow,low
373,2.06E-03,yellow,low
373.5,1.27E-03,yellow,low
374,1.65E-03,yellow,low
374.5,1.86E-03,yellow,low
375,2.15E-03,yellow,low
375.5,1.68E-03,yellow,low
376,1.35E-03,yellow,low
376.5,2.35E-03,yellow,low
377,1.18E-03,yellow,low
377.5,1.17E-03,yellow,low
378,1.52E-03,yellow,low
378.5,1.94E-03,yellow,low
379,1.90E-03,yellow,low
379.5,1.51E-03,yellow,low
380,1.32E-03,yellow,low
380.5,1.08E-03,yellow,low
381,1.39E-03,yellow,low
381.5,2.13E-03,yellow,low
382,1.17E-03,yellow,low
382.5,2.20E-03,yellow,low
383,2.87E-03,yellow,low
383.5,2.49E-03,yellow,low
384,2.53E-03,yellow,low
384.5,3.31E-03,yellow,low
385,2.69E-03,yellow,low
385.5,2.47E-03,yellow,low
386,2.04E-03,yellow,low
386.5,2.53E-03,yellow,low
387,2.65E-03,yellow,low
387.5,2.14E-03,yellow,low
388,1.90E-03,yellow,low
388.5,3.00E-03,yellow,low
389,2.92E-03,yellow,low
389.5,2.67E-03,yellow,low
390,2.96E-03,yellow,low
390.5,4.00E-03,yellow,low
391,3.06E-03,yellow,low
391.5,2.99E-03,yellow,low
392,2.96E-03,yellow,low
392.5,2.84E-03,yellow,low
393,2.68E-03,yellow,low
393.5,2.43E-03,yellow,low
394,2.99E-03,yellow,low
394.5,3.33E-03,yellow,low
395,2.45E-03,yellow,low
395.5,2.67E-03,yellow,low
396,2.88E-03,yellow,low
396.5,3.26E-03,yellow,low
397,3.50E-03,yellow,low
397.5,3.39E-03,yellow,low
398,3.67E-03,yellow,low
398.5,4.14E-03,yellow,low
399,3.97E-03,yellow,low
399.5,4.03E-03,yellow,low
400,3.43E-03,yellow,low
400.5,3.59E-03,yellow,low
401,3.65E-03,yellow,low
401.5,4.18E-03,yellow,low
402,5.63E-03,yellow,low
402.5,9.00E-03,yellow,low
403,1.54E-02,yellow,low
403.5,2.29E-02,yellow,low
404,2.84E-02,yellow,low
404.5,2.86E-02,yellow,low
405,2.40E-02,yellow,low
405.5,1.88E-02,yellow,low
406,1.39E-02,yellow,low
406.5,1.16E-02,yellow,low
407,9.66E-03,yellow,low
407.5,7.70E-03,yellow,low
408,7.02E-03,yellow,low
408.5,5.89E-03,yellow,low
409,4.72E-03,yellow,low
409.5,4.15E-03,yellow,low
410,4.40E-03,yellow,low
410.5,4.28E-03,yellow,low
411,4.41E-03,yellow,low
411.5,3.92E-03,yellow,low
412,3.82E-03,yellow,low
412.5,3.54E-03,yellow,low
413,4.53E-03,yellow,low
413.5,3.81E-03,yellow,low
414,3.87E-03,yellow,low
414.5,3.66E-03,yellow,low
415,3.06E-03,yellow,low
415.5,3.65E-03,yellow,low
416,3.64E-03,yellow,low
416.5,3.82E-03,yellow,low
417,3.77E-03,yellow,low
417.5,3.92E-03,yellow,low
418,4.39E-03,yellow,low
418.5,4.34E-03,yellow,low
419,4.48E-03,yellow,low
419.5,4.16E-03,yellow,low
420,4.19E-03,yellow,low
420.5,4.16E-03,yellow,low
421,5.10E-03,yellow,low
421.5,4.83E-03,yellow,low
422,4.33E-03,yellow,low
422.5,5.00E-03,yellow,low
423,5.28E-03,yellow,low
423.5,5.58E-03,yellow,low
424,5.53E-03,yellow,low
424.5,5.32E-03,yellow,low
425,4.89E-03,yellow,low
425.5,4.73E-03,yellow,low
426,5.04E-03,yellow,low
426.5,5.31E-03,yellow,low
427,5.03E-03,yellow,low
427.5,4.49E-03,yellow,low
428,4.96E-03,yellow,low
428.5,4.97E-03,yellow,low
429,5.08E-03,yellow,low
429.5,4.69E-03,yellow,low
430,5.03E-03,yellow,low
430.5,5.18E-03,yellow,low
431,5.48E-03,yellow,low
431.5,5.60E-03,yellow,low
432,6.71E-03,yellow,low
432.5,7.09E-03,yellow,low
433,8.96E-03,yellow,low
433.5,1.68E-02,yellow,low
434,3.46E-02,yellow,low
434.5,6.20E-02,yellow,low
435,9.05E-02,yellow,low
435.5,1.05E-01,yellow,low
436,1.00E-01,yellow,low
436.5,7.93E-02,yellow,low
437,5.75E-02,yellow,low
437.5,4.13E-02,yellow,low
438,3.04E-02,yellow,low
438.5,2.27E-02,yellow,low
439,1.82E-02,yellow,low
439.5,1.49E-02,yellow,low
440,1.33E-02,yellow,low
440.5,1.18E-02,yellow,low
441,1.11E-02,yellow,low
441.5,1.05E-02,yellow,low
442,1.06E-02,yellow,low
442.5,1.04E-02,yellow,low
443,1.11E-02,yellow,low
443.5,1.08E-02,yellow,low
444,1.10E-02,yellow,low
444.5,1.16E-02,yellow,low
445,1.18E-02,yellow,low
445.5,1.20E-02,yellow,low
446,1.23E-02,yellow,low
446.5,1.30E-02,yellow,low
447,1.34E-02,yellow,low
447.5,1.43E-02,yellow,low
448,1.44E-02,yellow,low
448.5,1.50E-02,yellow,low
449,1.52E-02,yellow,low
449.5,1.54E-02,yellow,low
450,1.57E-02,yellow,low
450.5,1.68E-02,yellow,low
451,1.70E-02,yellow,low
451.5,1.72E-02,yellow,low
452,1.75E-02,yellow,low
452.5,1.84E-02,yellow,low
453,1.87E-02,yellow,low
453.5,1.95E-02,yellow,low
454,2.02E-02,yellow,low
454.5,2.10E-02,yellow,low
455,2.20E-02,yellow,low
455.5,2.25E-02,yellow,low
456,2.33E-02,yellow,low
456.5,2.45E-02,yellow,low
457,2.49E-02,yellow,low
457.5,2.64E-02,yellow,low
458,2.74E-02,yellow,low
458.5,2.85E-02,yellow,low
459,2.97E-02,yellow,low
459.5,3.06E-02,yellow,low
460,3.18E-02,yellow,low
460.5,3.35E-02,yellow,low
461,3.48E-02,yellow,low
461.5,3.62E-02,yellow,low
462,3.79E-02,yellow,low
462.5,3.97E-02,yellow,low
463,4.17E-02,yellow,low
463.5,4.26E-02,yellow,low
464,4.49E-02,yellow,low
464.5,4.74E-02,yellow,low
465,4.92E-02,yellow,low
465.5,5.06E-02,yellow,low
466,5.30E-02,yellow,low
466.5,5.53E-02,yellow,low
467,5.79E-02,yellow,low
467.5,5.94E-02,yellow,low
468,6.16E-02,yellow,low
468.5,6.39E-02,yellow,low
469,6.64E-02,yellow,low
469.5,6.95E-02,yellow,low
470,7.21E-02,yellow,low
470.5,7.49E-02,yellow,low
471,7.80E-02,yellow,low
471.5,8.09E-02,yellow,low
472,8.35E-02,yellow,low
472.5,8.65E-02,yellow,low
473,8.97E-02,yellow,low
473.5,9.34E-02,yellow,low
474,9.67E-02,yellow,low
474.5,9.97E-02,yellow,low
475,1.03E-01,yellow,low
475.5,1.06E-01,yellow,low
476,1.10E-01,yellow,low
476.5,1.13E-01,yellow,low
477,1.16E-01,yellow,low
477.5,1.20E-01,yellow,low
478,1.23E-01,yellow,low
478.5,1.26E-01,yellow,low
479,1.30E-01,yellow,low
479.5,1.33E-01,yellow,low
480,1.37E-01,yellow,low
480.5,1.40E-01,yellow,low
481,1.43E-01,yellow,low
481.5,1.47E-01,yellow,low
482,1.50E-01,yellow,low
482.5,1.54E-01,yellow,low
483,1.57E-01,yellow,low
483.5,1.59E-01,yellow,low
484,1.62E-01,yellow,low
484.5,1.65E-01,yellow,low
485,1.68E-01,yellow,low
485.5,1.71E-01,yellow,low
486,1.74E-01,yellow,low
486.5,1.77E-01,yellow,low
487,1.79E-01,yellow,low
487.5,1.82E-01,yellow,low
488,1.84E-01,yellow,low
488.5,1.87E-01,yellow,low
489,1.89E-01,yellow,low
489.5,1.93E-01,yellow,low
490,1.97E-01,yellow,low
490.5,2.04E-01,yellow,low
491,2.09E-01,yellow,low
491.5,2.13E-01,yellow,low
492,2.13E-01,yellow,low
492.5,2.11E-01,yellow,low
493,2.10E-01,yellow,low
493.5,2.10E-01,yellow,low
494,2.10E-01,yellow,low
494.5,2.10E-01,yellow,low
495,2.11E-01,yellow,low
495.5,2.13E-01,yellow,low
496,2.14E-01,yellow,low
496.5,2.15E-01,yellow,low
497,2.16E-01,yellow,low
497.5,2.17E-01,yellow,low
498,2.18E-01,yellow,low
498.5,2.19E-01,yellow,low
499,2.20E-01,yellow,low
499.5,2.21E-01,yellow,low
500,2.21E-01,yellow,low
500.5,2.22E-01,yellow,low
501,2.23E-01,yellow,low
501.5,2.24E-01,yellow,low
502,2.25E-01,yellow,low
502.5,2.26E-01,yellow,low
503,2.27E-01,yellow,low
503.5,2.28E-01,yellow,low
504,2.28E-01,yellow,low
504.5,2.30E-01,yellow,low
505,2.31E-01,yellow,low
505.5,2.32E-01,yellow,low
506,2.32E-01,yellow,low
506.5,2.33E-01,yellow,low
507,2.34E-01,yellow,low
507.5,2.36E-01,yellow,low
508,2.37E-01,yellow,low
508.5,2.38E-01,yellow,low
509,2.39E-01,yellow,low
509.5,2.40E-01,yellow,low
510,2.41E-01,yellow,low
510.5,2.42E-01,yellow,low
511,2.44E-01,yellow,low
511.5,2.45E-01,yellow,low
512,2.47E-01,yellow,low
512.5,2.48E-01,yellow,low
513,2.50E-01,yellow,low
513.5,2.52E-01,yellow,low
514,2.54E-01,yellow,low
514.5,2.55E-01,yellow,low
515,2.57E-01,yellow,low
515.5,2.59E-01,yellow,low
516,2.61E-01,yellow,low
516.5,2.64E-01,yellow,low
517,2.66E-01,yellow,low
517.5,2.68E-01,yellow,low
518,2.71E-01,yellow,low
518.5,2.74E-01,yellow,low
519,2.76E-01,yellow,low
519.5,2.79E-01,yellow,low
520,2.82E-01,yellow,low
520.5,2.85E-01,yellow,low
521,2.88E-01,yellow,low
521.5,2.91E-01,yellow,low
522,2.95E-01,yellow,low
522.5,2.98E-01,yellow,low
523,3.02E-01,yellow,low
523.5,3.05E-01,yellow,low
524,3.09E-01,yellow,low
524.5,3.14E-01,yellow,low
525,3.18E-01,yellow,low
525.5,3.22E-01,yellow,low
526,3.26E-01,yellow,low
526.5,3.31E-01,yellow,low
527,3.36E-01,yellow,low
527.5,3.41E-01,yellow,low
528,3.47E-01,yellow,low
528.5,3.52E-01,yellow,low
529,3.58E-01,yellow,low
529.5,3.63E-01,yellow,low
530,3.69E-01,yellow,low
530.5,3.75E-01,yellow,low
531,3.81E-01,yellow,low
531.5,3.87E-01,yellow,low
532,3.94E-01,yellow,low
532.5,4.01E-01,yellow,low
533,4.08E-01,yellow,low
533.5,4.15E-01,yellow,low
534,4.22E-01,yellow,low
534.5,4.30E-01,yellow,low
535,4.38E-01,yellow,low
535.5,4.46E-01,yellow,low
536,4.53E-01,yellow,low
536.5,4.62E-01,yellow,low
537,4.71E-01,yellow,low
537.5,4.80E-01,yellow,low
538,4.88E-01,yellow,low
538.5,4.97E-01,yellow,low
539,5.06E-01,yellow,low
539.5,5.15E-01,yellow,low
540,5.26E-01,yellow,low
540.5,5.37E-01,yellow,low
541,5.48E-01,yellow,low
541.5,5.60E-01,yellow,low
542,5.72E-01,yellow,low
542.5,5.84E-01,yellow,low
543,5.97E-01,yellow,low
543.5,6.14E-01,yellow,low
544,6.60E-01,yellow,low
544.5,8.52E-01,yellow,low
545,1.15E+00,yellow,low
545.5,1.30E+00,yellow,low
546,1.41E+00,yellow,low
546.5,1.43E+00,yellow,low
547,1.30E+00,yellow,low
547.5,1.13E+00,yellow,low
548,1.00E+00,yellow,low
548.5,9.24E-01,yellow,low
549,8.71E-01,yellow,low
549.5,8.38E-01,yellow,low
550,8.20E-01,yellow,low
550.5,8.11E-01,yellow,low
551,8.09E-01,yellow,low
551.5,8.11E-01,yellow,low
552,8.18E-01,yellow,low
552.5,8.26E-01,yellow,low
553,8.34E-01,yellow,low
553.5,8.46E-01,yellow,low
554,8.57E-01,yellow,low
554.5,8.68E-01,yellow,low
555,8.79E-01,yellow,low
555.5,8.91E-01,yellow,low
